"","posted_date","candidate","message","observation","likes","comments","shares","type","language","media"
"860",2024-11-03,"harris","I will expand the startup tax deduction tenfold to $50,000 so aspiring entrepreneurs and small business owners have the capital and security to get their dreams off the ground.","image",2902,1440,274,"image","en","yes"
"861",2024-11-03,"harris","I will legalize recreational marijuana, break down unjust legal barriers, and create opportunities for all Americans to succeed in this new industry.","image",5247,3150,1007,"image","en","yes"
"862",2024-11-03,"harris","Don’t wake up the morning after the Election wishing you had done more in this fight for a brighter future.  
I am counting on you to talk to voters and help us win this election. Take action:  Go.KamalaHarris.com/Act","image GOTV",2831,1687,239,"image","en","yes"
"863",2024-11-03,"harris","America, we need you. Step up, make a plan, and vote. IWillVote.com","image noting 2 days until election day",9532,2628,880,"photo","en","yes"
"864",2024-11-03,"harris","2 days.
We have hard work ahead of us—but we like hard work.
With your help, we will win.","photo of harris on stage",15273,3535,958,"photo","en","yes"
"865",2024-11-03,"harris","When I look at our young leaders, I know our future is bright.","photos of rally",6097,1438,411,"photo","en","yes"
"866",2024-11-03,"harris","Text VOTE to 30330 for information on how to cast your ballot. When we vote, we win.","photo of waltz and harris at rally",4121,1584,407,"photo","en","yes"
"867",2024-11-03,"harris","Throughout this campaign, I have seen the best of America. I have also seen what is holding you back and weighing you down: High costs, fundamental freedoms taken away, and politics driven by fear and division. 
You deserve better. 
As president, I will bring a new generation of leadership. I will take on price gouging and bring down the cost of groceries, housing, and prescription drugs. I will fight for your freedom to make your own choices, and I will protect your health care and Social Security benefits. 
The vast majority of people in our country have so much more in common than what separates them. We see our fellow Americans as neighbors, not enemies. 
We believe in each other. We believe in our country. We’re not falling for people trying to divide us. 
Together we’ll build a brighter future for our nation. Where we stand for freedom, justice, and the dignity of work. 
We haven’t yet reached all of those ideals, but we will die trying because we love our country. 
Now the baton is in our hands. 
I pledge to seek common sense solutions to make your life better, and I pledge to be a president for all Americans.","photos of rally",6473,2401,582,"photo","en","yes"
"868",2024-11-03,"harris","In this election, we need to remind our neighbors and friends that their vote is their voice, and their voice is their power. 
Don’t let anybody take your power from you.","photo",3031,1996,208,"photo","en","yes"
"869",2024-11-03,"harris","Attend a vote for freedom rally: Tomorrow.
📍Atlanta
📍Detroit
📍Las Vegas
📍Milwaukee
📍Philadelphia
📍Phoenix
📍Raleigh
📍Pittsburgh
RSVP:","photo",3137,1411,269,"photo","en","yes"
"870",2024-11-03,"harris","When you love something, you fight for it—and I love this country with all my heart.","Harris with flag behind",30642,6568,3016,"photo","en","yes"
"871",2024-11-03,"harris","I am harrison ford I've got one vote same as anyone else and I am gonna use it to move forward","reels video of ford",12036,3034,2174,"video","en","yes"
"872",2024-11-03,"harris","Live from New York, it's Saturday night.","SNL video",33963,6192,10059,"video","en","yes"
"873",2024-11-03,"harris","On behalf of our children, grandchildren, and all of those who have sacrificed for our freedom—let’s write the next great chapter in the most extraordinary story ever told. 
IWillVote.com","campaign ad",7199,3103,1676,"video","en","yes"
"874",2024-11-03,"harris","November 5 is Election Day. 
Let’s turn the page on Donald Trump.","campaign ad on puerto rico",4274,2185,842,"video","en","yes"
"875",2024-11-03,"harris","We are fighting for the future—and when we fight, we win.  
Thank you for the warm welcome, Arizona.","clip of rally video",3222,1640,376,"video","en","yes"
"876",2024-11-03,"harris","Election Day is Tuesday, November 5. 
Your voice is your vote, and your vote is your power.
I voted by mail. Make your own plan to vote by heading to IWillVote.com.","video of harris",4886,2151,802,"video","en","yes"
"877",2024-11-03,"harris","Faith combined with action gives us power to move past division and fear. 
We have two days until we decide the fate of our nation.
Now is the time to act: go.KamalaHarris.com/act","campaign ad",4088,2016,812,"video","en","yes"
"878",2024-11-03,"harris","Let’s get to work and win this election, shall we? 
go.kamalaharris.com/act","GOTV",3536,1383,327,"video","en","yes"
"879",2024-11-03,"harris","Georgia, every single vote makes a difference. 
Make sure your voice is heard: IWillVote.com","video with voters",2971,1521,327,"video","en","yes"
"880",2024-11-03,"harris","Only 2 more days to turn the page and cast your vote for a new way forward.  
I am in East Lansing, Michigan to rally voters to make their voices heard. 
For ASL feed, please tune in here: https://us06web.zoom.us/j/84054305191","video feed of rally",7037,6895,920,"video","en","yes"
"881",2024-11-03,"harris","When we fight, we win.","campaign ad",8628,3082,1268,"video","en","yes"
"882",2024-11-03,"harris","The Michigan “I Voted” sticker is interesting. Go vote today and get your own.","video GOTV",5199,2464,314,"video","en","yes"
"883",2024-11-03,"harris","Experts agree: My economic plan will strengthen America’s economy. Trump's will hurt it.","campaign ad",4664,3071,977,"video","en","yes"
"884",2024-11-04,"harris","With your help, we will win this. 
Go.KamalaHarris.com/Act","image",4528,2358,342,"image","en","yes"
"885",2024-11-04,"harris","Reproductive freedom is on the ballot.
Make your plan to vote: IWillVote.com","image",10379,4369,797,"image","en","yes"
"886",2024-11-04,"harris","Buying a home is a symbol of pride and a measure of financial security. 
As president, I will provide $25,000 down payment assistance so more Americans can buy their first home.","image",3145,1573,258,"image","en","yes"
"887",2024-11-04,"harris","I am a gun owner, and I believe we can protect the Second Amendment while also passing gun safety laws. 
We need to reinstate the assault weapons ban and pass universal background checks, safe storage laws, and red flag laws to keep our children and communities safe.","image reads Commonsense Gun Safety Laws",4009,1611,398,"image","en","yes"
"888",2024-11-04,"harris","Tomorrow, we will make our voices heard. 
Find your polling place and make a plan to vote at IWillVote.com.","photo of harris",13414,3892,2423,"photo","en","yes"
"889",2024-11-04,"harris","no text","announcement of rally",3024,1721,NA,"photo","en","yes"
"890",2024-11-04,"harris","no text","photo with text to vote 30330",5303,1864,340,"photo","en","yes"
"891",2024-11-04,"harris","Throughout my career, I have had one client: the people.
I took on big banks and delivered $20 billion for American homeowners, stood up for veterans and students, and prosecuted transnational criminal organizations.
As president, I will continue to put you first.","photo harris podium",6944,2724,565,"photo","en","yes"
"892",2024-11-04,"harris","Pennsylvania: Let’s win this.
go.KamalaHarris.com/act","photos of rally",13454,2606,608,"photo","en","yes"
"893",2024-11-04,"harris","America, we will turn the page and write the next chapter in the most extraordinary story ever told. 
go.kamalaharris.com/act","photo of harris on stage",10129,2485,532,"photo","en","yes"
"894",2024-11-04,"harris","no text","announcement of rally",2707,1356,NA,"photo","en","yes"
"895",2024-11-04,"harris","Michigan, are you ready for one of the most consequential elections of our lifetime?
Make your voices heard: IWillVote.com","photos of rally",4690,1440,294,"photo","en","yes"
